PetID,sentiment_score,sentiment_magnitude,sentiment_language,n_sentences_sentiment,n_entities_sentiment
67839e63d,0.7,3.0,en,4,3
ed5b8276f,0.2,3.2,en,9,8
3d7d23a52,0.1,0.4,en,2,6
634f65242,0.4,2.5,en,6,8
8685546cb,0.0,0.0,en,1,2
4363acad4,0.1,1.1,en,5,12
c8fc0d746,0.0,0.6,en,3,2
fa41fb473,0.9,0.9,en,1,2
7e29d5a9d,0.3,1.0,en,2,2
8b636912d,0.2,0.2,en,1,12
5182392d9,0.5,2.3,en,4,10
a0ece637e,-0.2,2.5,en,4,9
f21f48009,0.2,4.1,en,8,16
df2d9957f,0.4,2.9,en,6,12
becd6c70d,0.3,3.0,en,6,10
2ba019cb8,0.8,0.8,en,1,1
3b9f04df5,0.5,1.7,en,3,3
fe22cc3da,0.0,0.9,en,5,11
8f1ccbc6f,0.5,1.0,en,2,1
259dc7e9a,0.0,1.3,en,6,14
f64813f9e,0.1,3.1,en,8,11
2e74deb7b,0.7,2.9,en,4,11
435f8cb3d,0.6,0.6,en,1,2
20b7e24b2,0.4,0.8,en,2,4
145883970,0.9,0.9,en,1,5
8cb067b2f,0.0,1.8,en,6,17
865619d53,0.4,2.3,en,5,13
d08d2829f,0.0,8.8,en,21,65
3863ab300,0.5,1.7,en,3,7
ba54e88a9,-0.2,2.0,en,7,18
393b4d104,0.9,0.9,en,1,5
5ff246254,0.5,1.8,en,3,4
c0b1f82b1,0.1,2.6,en,7,10
5a2a433c2,0.0,2.6,en,5,16
c53fb8a18,0.1,4.4,en,13,28
be0e2dfbc,0.0,0.0,en,1,2
27a7a1795,0.4,1.3,en,3,6
ae524a36a,0.1,0.8,en,6,10
442f853b2,0.3,0.8,en,2,3
ad5692ee7,0.2,2.6,en,7,8
7f7e9db52,0.6,0.6,en,1,3
662564431,0.3,3.3,en,5,15
1ef4df30d,0.0,1.0,en,3,7
5b9bed882,0.0,2.0,en,4,34
74e316be1,0.3,1.2,en,3,4
08bfdc66f,0.1,3.3,en,7,16
df091dc6b,-0.1,1.8,en,8,12
10711bb95,0.0,1.8,en,7,12
0a8746c09,0.1,0.2,en,2,2
efc478e64,0.3,5.5,en,16,43
4c31c7db9,0.8,0.8,en,1,1
0a0e8c15b,0.3,1.9,en,5,13
de7114b0e,0.2,1.8,en,5,7
847a8b31d,0.3,5.7,en,12,25
584ba2890,0.8,2.4,en,3,3
ae4ab31ec,0.2,1.6,en,5,9
e1cd37f6c,0.0,0.0,en,1,1
c4e0d125b,0.4,1.7,en,4,9
cc60d07c7,0.7,4.2,en,6,12
6cf058ab3,0.0,2.0,en,7,12
a2b2abe02,0.4,0.9,en,2,8
21b90ff68,0.3,6.7,en,9,23
2d88536fc,0.0,2.2,en,5,14
6f28d2ab3,0.5,3.2,en,6,12
7a5091ca2,0.2,6.6,en,12,18
89fd79488,0.1,0.6,en,4,5
8813e5e4d,0.9,0.9,en,1,14
3e463e29e,0.0,3.7,en,9,22
08b7e05a5,0.4,1.4,en,3,5
5eee1e783,0.6,2.4,en,4,6
eb30d51aa,0.2,2.3,en,4,19
cf357f057,0.0,1.8,en,5,7
a809464ca,0.2,1.0,en,3,4
547c7bf41,0.0,0.1,en,2,3
7b1211e80,0.0,0.6,en,3,6
0529ad4d9,0.2,3.6,en,7,17
194acc3f9,-0.3,1.4,en,4,10
fa27f275a,0.2,2.5,en,6,11
eea15297e,-0.3,0.3,en,1,2
b129e668c,0.2,1.7,en,7,11
90f09b568,0.2,1.3,en,4,4
e0667be3b,0.3,3.1,en,6,10
bec49d8b7,0.2,2.0,en,8,13
8bcb0a0e6,0.2,1.2,en,3,4
7a2cadc09,-0.1,2.6,en,9,15
5d53d4bfb,0.1,5.7,en,16,35
09d7272ad,0.5,2.3,en,4,6
ccdc0f862,0.5,2.2,en,4,4
f5e496f46,0.3,7.8,en,16,36
5407c6e1a,0.2,1.5,en,4,6
98e1a3f01,0.4,2.6,en,6,12
8a04b2403,0.1,3.3,en,7,14
c5422c04b,0.4,1.7,en,4,2
41fa17c7c,0.0,0.6,en,2,4
2f8890a94,0.0,0.2,en,2,2
c3cafb38c,0.7,0.7,en,1,1
348a982e2,0.3,1.9,en,5,10
694cc5569,0.1,3.4,en,11,39
b5ff2b987,0.1,0.1,zh,1,0
c9d24314b,0.7,2.1,en,3,11
4d82fddba,0.7,0.7,en,1,2
aee44eb09,0.1,0.1,en,1,3
84e1e59d5,0.0,0.0,en,1,0
0b3763054,0.0,0.0,en,1,1
f5e9075c9,0.5,2.7,en,4,5
96a1bce27,0.4,0.9,en,2,3
ab13611c9,0.7,2.1,en,3,2
de993d8ad,0.5,1.1,en,2,5
77014fe37,0.2,1.0,en,5,5
6d18cc71d,0.5,2.1,en,4,4
cdd7aee45,-0.1,4.2,en,10,22
5ee1c77a0,0.5,0.5,en,1,6
7ecaa8636,0.6,4.5,en,7,17
8de855263,0.5,1.0,en,2,3
207298884,0.1,0.7,en,5,14
bec2fe7ad,0.2,7.8,en,17,39
5550a68dc,0.6,1.8,en,3,3
61e477c0a,-0.1,0.9,en,5,13
4e797dcdd,0.0,1.0,en,3,4
45f8df95e,0.2,2.4,en,4,7
5a3e60ced,0.3,3.9,en,9,21
9d4cf29f6,0.2,1.2,en,2,6
890127ff5,0.1,0.5,en,5,10
eddd81378,0.5,3.4,en,6,8
f5d514b10,0.5,2.0,en,4,5
4c5db9ed6,0.3,1.7,en,3,8
b8f60eb7e,0.1,3.4,en,10,20
3c97d1670,0.1,0.5,en,3,6
2db6c996b,-0.2,0.8,en,3,8
11a3055b7,0.4,0.9,en,2,5
410707dda,0.4,0.4,en,1,1
69daafdd4,0.0,3.2,en,6,14
fc8220250,0.8,0.8,en,1,5
ed5c2d9dd,0.1,1.2,en,5,7
20fc75f2c,0.1,0.5,en,4,10
f291e702a,0.1,6.7,en,14,24
c026becc2,0.3,6.6,en,10,24
d1962ab4f,0.1,0.1,en,1,1
14084c784,0.9,0.9,en,1,0
708189e17,0.3,3.1,en,5,9
0b90767fa,0.1,1.2,en,6,14
b40818da6,0.5,2.0,en,3,6
6fecc5cf7,0.1,0.8,en,5,12
b686d33cd,0.0,6.5,en,25,44
5b539effd,0.3,0.6,en,2,6
5546a54ef,0.1,2.5,en,8,19
146005aa0,0.3,3.6,en,8,13
0c4e78176,0.0,0.0,en,1,4
4dc6822f8,0.5,0.5,en,1,1
2f3ff5116,0.5,0.5,en,1,4
924cc5438,0.1,1.6,en,6,6
27ec72a29,0.0,1.7,en,3,7
fc6976a96,0.6,0.6,en,1,6
694a730b4,0.1,0.8,en,4,13
7cfaaa67a,0.0,2.8,en,6,18
f1fb9506a,0.3,0.3,en,1,1
86d20d7e4,0.0,0.1,en,3,4
93f758039,0.2,1.2,en,4,7
43ad546c7,0.7,4.4,en,6,11
29d36f5b3,0.0,1.1,en,2,7
b532e9588,0.5,1.0,en,2,3
427343625,0.0,0.0,en,1,1
ceed27182,0.0,0.3,en,3,7
71edb3344,0.1,5.3,en,10,19
798fae45f,0.5,1.0,en,2,6
429df135c,0.2,3.0,en,7,16
6ada9811e,0.0,0.3,en,2,2
704737525,0.6,1.3,en,2,3
6868acfce,0.7,0.7,en,1,1
bd16029b7,0.5,5.6,en,8,17
400e57095,0.5,3.2,en,5,14
6ef02d7e9,0.7,1.5,en,2,8
007ffeccd,-0.1,2.5,en,4,6
0ede86b28,0.6,1.2,en,2,3
0d4b69793,0.4,4.9,en,8,21
36f07fbe0,0.3,1.7,en,5,6
0e1a54250,0.1,2.9,en,6,9
2f51acf95,0.7,0.7,en,1,0
b94ddd6a9,0.4,2.5,en,6,3
66b978701,0.1,0.1,en,1,3
a355a6873,0.1,6.4,en,12,38
d6e6e7d6c,0.6,4.1,en,6,16
21847129b,0.1,0.8,en,4,3
c240d153f,0.8,4.4,en,5,9
18b2da498,0.4,3.0,en,5,11
bc4f18ced,-0.1,1.5,en,10,25
b35c61109,-0.1,1.0,en,7,23
92d1612f0,0.0,0.5,en,4,10
6c5079e85,0.2,2.1,en,6,16
a63a0ac25,0.2,3.5,en,11,23
ee8bf2efb,0.3,1.2,en,3,5
200a0df49,0.1,0.1,en,1,1
6e441b406,0.4,2.6,en,6,22
1f7c7c248,0.0,0.0,en,1,1
f03af5072,0.4,5.2,en,10,26
c85f29411,-0.2,1.0,en,2,6
9c64232b3,0.2,0.2,en,1,1
124f45c2b,0.0,0.0,en,1,1
5f2c67ae2,0.1,0.2,en,2,4
0aa2ce4a9,0.2,4.0,en,11,22
8fc22fd2c,0.9,0.9,en,1,3
a20880c1d,0.4,0.8,en,2,3
8102d6dc7,0.0,0.2,en,2,4
1940b59e7,0.1,0.1,en,1,2
94918fff6,0.2,4.0,en,9,16
8d51c3200,0.8,1.7,en,2,6
f22aae8af,0.1,0.9,en,5,5
492fe3371,0.2,2.0,en,5,18
5e390710c,0.3,6.4,en,15,44
d3a4afef1,0.0,1.1,en,4,8
afa46c13d,0.9,0.9,en,1,5
5b4dd9fb3,0.1,0.7,en,3,9
394217006,0.5,2.0,en,4,12
c7cfbc8e9,0.0,1.6,en,6,15
dba5f0e5c,0.2,3.3,en,7,27
c467f8702,0.8,0.8,en,1,5
fd8c80281,0.2,2.7,en,4,10
bb928145e,0.2,1.0,en,3,6
f70251906,0.0,2.0,en,5,22
0fc2dc3cb,0.5,2.0,en,4,6
fd3172797,0.0,9.2,en,20,71
36ddc4f2d,0.1,0.9,en,5,14
db745332f,0.5,1.5,en,3,3
dd13b36c6,0.3,1.3,en,3,4
88ac92eed,0.5,2.2,en,4,7
404eb3b06,0.3,0.7,en,2,4
bc4b95345,0.1,1.3,en,4,20
bba3070ad,0.3,3.3,en,8,9
1ac7dad15,0.2,2.5,en,8,19
beb0f98f7,0.5,2.2,en,4,8
045543730,0.5,1.6,en,3,4
d5053eb47,0.0,1.5,en,5,12
f4fb11803,0.9,0.9,en,1,3
6ce40c2bf,0.0,0.4,en,4,14
26901ccb0,0.0,1.7,en,4,7
ac6d69d99,0.0,0.8,en,5,18
233ddf40c,0.3,0.7,en,2,4
8d0b0238c,0.4,1.2,en,3,5
3ca057824,0.0,1.2,en,3,17
f65fe3e26,0.1,3.5,en,9,19
6ff9b83f0,0.4,1.2,en,3,3
2e3c8edaf,0.2,0.5,en,2,2
27b708edc,0.2,0.8,en,3,5
14f3fbc84,0.3,0.7,en,2,1
1736706f9,0.2,1.7,en,5,9
f95680d84,0.2,2.0,en,5,12
b34a57b41,0.6,2.6,en,4,10
cefba5d32,0.3,1.6,en,4,13
29ca8f313,0.1,3.0,en,10,22
dd056b65a,0.0,1.5,en,4,8
3a4178fe9,0.4,2.0,en,5,8
8d05a7ab1,0.3,2.5,en,7,11
f98750599,0.2,1.6,en,6,7
4ea7c5d48,0.2,1.6,en,4,7
ffebad2e7,0.1,1.4,en,4,6
53cfa1a3c,0.2,2.3,en,5,11
fba2f803d,0.2,4.8,en,9,15
e039f2392,0.4,1.3,en,3,4
3006cd3eb,0.7,1.4,en,2,3
c226ecabd,0.2,3.2,zh,8,34
cfd87918e,0.5,1.7,en,3,9
60fa6acbe,0.1,0.2,en,2,4
b2dbd92b1,0.0,2.7,en,11,24
d3f157880,0.6,3.0,en,5,11
32ac38a9f,0.0,11.5,en,33,77
8335d65e0,0.0,0.0,en,1,2
f99a5e817,0.3,0.3,en,1,1
62da2d031,0.4,1.3,en,3,11
0e6492f0d,0.3,1.1,en,3,4
168f1c6e9,0.5,1.0,en,2,3
fa1608a29,0.3,2.3,en,6,12
420193f17,-0.8,0.8,en,1,15
8fd0bd843,0.7,2.8,en,4,8
4f8a564a2,0.1,0.3,en,2,5
70a90deaf,0.1,2.2,en,5,6
88bc9864c,0.2,1.0,en,4,8
8c9f6c718,0.0,0.0,en,1,1
db4a0242a,0.3,4.2,en,10,14
a631eba2c,0.2,2.8,en,4,11
87b60f563,0.3,0.7,en,2,3
161de24f6,0.0,2.9,en,8,14
182aec7a4,-0.3,0.7,en,2,5
4f7932c0d,0.2,0.9,en,3,8
31653bea0,0.6,1.8,en,3,4
0063bd7e0,0.1,0.1,en,1,2
8cee52ff2,0.2,1.3,en,3,11
39ba962ef,0.0,0.4,en,3,6
e681e0cbf,0.7,2.3,en,3,7
eada14618,0.0,0.2,en,2,4
b8088575c,0.5,1.0,en,2,3
d965d6f3a,0.3,1.2,en,3,6
56bf5e254,0.9,0.9,en,1,2
db4165316,0.2,1.1,en,4,7
3fed382c0,0.3,1.1,en,3,9
24573b56d,0.1,4.2,en,8,13
3089a5bd8,0.1,3.3,en,8,20
caf3220f8,0.3,3.5,en,7,15
520dc7925,0.0,1.6,en,2,5
95696f11b,0.1,3.2,en,7,8
948a1a82c,0.7,2.9,en,4,3
7542076e8,0.4,4.0,en,8,9
0a4b42306,0.2,1.9,en,4,10
61bedc57d,0.5,2.0,en,4,6
f095385ff,0.0,1.1,en,4,6
bdff3528c,0.0,4.9,en,10,37
91c4cb54d,0.0,2.3,en,9,16
0e7ca23c9,0.6,3.3,en,5,11
d22eb6266,0.3,2.2,en,7,8
b03b1a110,0.5,1.1,en,2,3
19efe1616,0.0,0.2,en,2,8
829ba7bfc,0.0,0.0,en,1,4
0a555d688,0.7,0.7,en,1,3
725a5345e,0.4,5.1,en,11,21
c54ab239f,-0.1,0.5,en,2,26
3422e4906,0.2,3.7,en,7,13
32148e0fc,0.3,2.5,en,5,6
f91147e5f,0.3,5.9,en,11,24
af32c8be0,0.3,0.9,en,2,4
7993d67e3,-0.2,2.0,en,5,31
f995bc16c,0.4,3.6,en,7,27
aece30836,0.3,1.1,en,2,3
4ed2fba3e,0.3,2.3,en,6,8
2b7222d13,0.1,0.4,en,2,6
1a61a5963,0.1,0.1,en,1,2
55247ed35,0.0,0.2,en,3,4
4f7bfcb68,0.0,3.4,en,6,14
c1548b685,0.3,1.9,en,5,2
9ce27322b,0.0,2.0,en,5,9
bbe1d6739,0.4,1.3,en,3,4
249540f2d,0.0,5.1,en,8,18
ab94fb958,-0.2,0.2,en,1,9
615f5dc85,0.4,3.6,en,7,9
a9bc357f0,0.5,1.7,en,3,6
739cd2d34,0.0,2.8,en,8,9
02126e289,0.2,2.7,en,4,18
555e742f9,0.3,1.0,en,3,4
c5a7f7d69,0.3,1.2,en,3,4
180f1ef16,0.1,1.4,en,5,6
672e9e752,0.6,1.2,en,2,4
9a5da8156,0.0,0.0,en,1,1
420bdee9f,0.9,0.9,en,1,2
3eaae43f3,0.2,2.9,en,7,10
b16cb3f1e,0.8,0.8,en,1,3
dbc39e84b,-0.1,4.1,en,10,21
be7b65c23,0.1,2.7,en,11,11
bc14cca27,0.0,10.3,en,32,52
62d09ac7c,-0.2,0.2,en,1,5
5943167f1,0.1,1.8,en,3,12
21206933c,0.3,0.3,en,1,6
faf64d6a6,0.4,3.0,en,7,10
776f7e340,0.7,0.7,en,1,1
a21f20530,0.1,2.9,en,5,11
a92c2f233,0.9,0.9,en,1,4
abb847f55,-0.1,0.3,en,2,5
dfdbfce71,0.3,0.9,en,3,5
2fc753430,0.4,1.0,en,2,3
18734d13e,0.3,3.0,en,9,19
7575371db,0.3,3.3,en,7,6
0143edd0a,0.3,2.1,en,3,13
8a7fcc8cd,0.5,1.0,en,2,3
c9c5b665b,0.0,0.0,en,1,1
ab9dd85b2,0.8,0.8,en,1,12
55f8f6120,0.0,1.3,en,2,5
b7a55f716,0.1,0.7,en,3,4
efd269df8,0.3,0.9,en,2,4
b1021dc35,0.1,2.6,en,7,18
8300e943e,0.4,0.4,en,1,1
5360d72a3,0.0,0.0,en,1,1
d38bcdf49,0.6,1.9,en,3,6
50e35cd70,0.1,2.3,en,5,8
9fb2a918d,0.2,1.5,en,3,13
0ea2638e9,0.4,6.7,en,13,26
351586450,0.6,1.3,en,2,12
261c4115b,-0.1,4.7,en,11,32
2b5c446cc,0.4,1.0,en,2,3
475564ad6,0.3,2.6,en,6,9
503a567ed,0.5,1.6,en,3,5
75b726ba0,-0.1,3.8,en,7,16
672bc370b,0.2,1.1,en,3,7
ccb658698,0.0,2.6,en,6,14
2c23cf72e,0.2,1.8,en,5,10
a0909c2bb,0.8,1.6,en,2,4
189bb90dc,-0.1,1.6,en,5,14
428fd4ef7,0.1,1.3,en,4,9
7c82670f8,0.3,1.9,en,6,15
e758e4c0c,0.1,1.1,en,6,5
8bf2cc0a1,-0.1,0.1,en,1,12
015b8b722,0.1,2.5,en,7,14
ae0076e01,0.1,0.9,en,4,6
e98593be6,0.3,1.8,en,3,4
a7b91a377,0.8,0.8,en,1,0
f60779a3b,-0.3,1.2,zh,2,19
ded648294,-0.6,0.6,en,1,4
fe15cb88c,0.2,4.4,en,10,18
15600cfea,0.8,0.8,en,1,3
a7d9451a5,0.2,1.8,en,6,11
51df78553,0.4,1.3,en,3,8
cd668b430,0.7,3.1,en,4,7
7a23819c1,0.2,1.1,en,3,4
531e56f63,-0.8,0.8,en,1,18
df880995b,0.3,2.1,en,4,11
bd2dc39e7,0.2,0.4,en,2,7
c1680e63c,0.1,0.3,en,2,4
2ea25b63b,0.3,5.2,en,12,31
426bb5e4c,0.0,0.8,en,3,8
5fc06cf73,0.3,2.7,en,7,13
681a6f552,0.3,0.3,en,1,6
5c28a8cec,0.3,3.0,en,7,9
4f402845d,0.5,2.0,en,4,6
42eac4984,-0.1,1.5,en,4,14
ed9948860,0.1,0.2,en,2,5
93bffe78b,0.2,1.6,en,4,9
6b29b45d9,0.5,2.4,en,4,14
53549acd2,0.3,3.2,en,6,15
7efb36b65,0.2,0.2,en,1,1
6c121d784,0.3,3.6,en,6,9
527b6112b,0.1,2.2,en,8,12
b4aa0c3ce,0.0,0.2,en,4,3
a6b908d22,0.0,0.8,en,3,7
d58c146d6,0.7,0.7,en,1,3
43bae1c6d,0.9,0.9,en,1,2
f9d9f8fd6,0.2,3.3,en,8,13
bed78eb25,0.4,1.4,en,3,4
79a352e54,0.6,3.7,en,6,11
63a3f229c,0.9,1.8,en,2,9
1bf24d8be,0.2,3.4,en,7,11
ec5670386,0.8,1.6,en,2,2
51d637766,0.3,2.3,en,6,8
bf74b13ab,0.1,1.4,en,3,15
7a1f83080,0.5,4.5,en,7,11
4bb0c8226,0.3,2.5,en,6,19
7f8955f6a,-0.4,1.3,en,3,3
5b1e90385,0.3,0.3,en,1,8
9a965c1f0,0.0,0.1,en,2,5
3e65ffa3c,0.1,3.2,en,9,27
ecd574ddb,0.0,4.0,en,10,23
0e4049f6d,0.3,1.0,en,3,5
e99c4a55d,0.4,0.9,en,2,6
80bf7a371,0.4,3.4,en,7,12
eded59b25,0.3,2.0,en,4,4
e4941c40c,0.4,3.1,en,5,10
951352bea,0.1,0.3,en,2,4
d6d6d4aca,0.3,3.4,en,8,16
dc88ebe46,0.5,0.5,en,1,4
e246ecfdc,0.2,1.8,en,4,11
98673487c,0.3,2.4,en,7,10
3af847ce9,0.1,3.3,en,6,10
c1653516e,0.0,0.0,en,1,1
d605fa35d,0.1,0.4,en,4,11
10124968c,0.0,12.0,en,32,103
20e4dbf48,0.5,4.2,en,8,19
b03c17502,0.2,0.4,en,2,2
2160f2109,0.9,1.8,en,2,3
204ca9f14,0.5,0.5,en,1,1
271bb0de8,0.1,3.1,en,10,14
cc0d4cec3,0.6,0.6,en,1,1
a371e0164,0.3,0.3,en,1,1
ceec02726,0.8,1.6,en,2,3
467614705,0.2,4.8,en,9,45
3fa341801,0.0,11.7,en,29,104
1930bcf64,0.0,0.1,en,2,5
9e5672e85,0.1,0.4,en,3,8
cad137e83,0.6,0.6,en,1,2
a6830bac1,0.3,0.6,en,2,5
ec83e77f0,0.0,0.2,en,2,4
6c4af5f08,0.2,2.6,en,6,13
c03b8b2db,0.0,0.0,en,1,1
8bc5380ca,0.0,0.6,en,4,8
ef8d291b0,0.2,1.9,en,5,7
163adc370,0.2,0.2,en,1,1
896bb46bd,0.1,0.1,en,1,3
e298c61fc,0.8,1.6,en,2,5
fc48054c2,0.3,2.5,en,8,20
97dc40c6f,0.6,6.3,en,9,29
e6d60a265,0.4,1.9,en,4,7
4a0adfdd0,0.2,0.9,en,4,5
6f07e7abf,0.2,4.0,en,13,24
0e4cf50f4,0.2,1.0,en,3,4
02c7d1b74,0.7,0.7,en,1,1
72e76bc9b,0.2,2.7,en,8,15
f0a2122d4,0.4,1.0,en,2,8
ab4f161ae,0.4,3.4,en,6,14
1ef0bf320,-0.1,0.9,en,2,4
40b53f6c2,-0.1,0.6,en,3,4
d4bb8cf0a,0.0,0.0,en,2,10
7a59ae5ed,0.9,1.8,en,2,3
c001473a1,0.3,1.1,en,3,5
dc76d9fa5,0.3,1.9,en,5,23
992d82305,0.9,0.9,en,1,6
fee5e43b2,0.7,3.6,en,5,9
10f4c8d8c,0.3,8.2,en,15,28
ca81b2566,0.5,2.8,en,5,8
7f352f8dc,0.2,2.4,en,6,10
4fc9dee58,0.0,3.5,en,7,7
295a99691,0.0,1.6,en,6,12
0e8c2a1aa,0.6,8.9,en,11,18
b63d76ef4,0.5,2.0,en,3,12
87a3ef269,-0.1,0.2,en,2,3
dbe634a4c,0.0,0.6,en,6,23
0bc671d5e,0.4,1.4,en,3,7
eb4c66e7a,0.1,2.0,en,5,12
a119ce67e,0.0,4.7,en,14,25
b3e897856,0.4,0.8,en,2,4
6ba094bf4,0.0,0.1,en,3,5
46152db3e,0.4,1.8,en,4,12
228d72748,0.4,3.2,en,7,14
104c799db,0.1,0.5,en,3,4
796774834,0.4,2.2,en,4,15
955e7c5cf,0.2,4.0,en,8,18
1b1a68a60,0.0,1.0,en,6,13
971c160c7,0.5,1.1,en,2,4
f77a6e11c,0.0,1.0,en,3,6
2a2b95086,0.4,0.9,en,2,0
9296c9064,0.2,2.3,en,6,8
d0e2d8d15,0.2,0.2,en,1,4
b4ba15dbc,0.0,0.0,en,3,10
3fbc4677d,0.0,2.7,en,6,12
d4066ef07,0.0,0.0,en,1,1
6fe7448a5,0.1,0.1,en,1,2
4a5a05ef7,0.7,1.5,en,2,6
43fe381b3,0.4,3.2,en,7,27
4cc67e8b3,0.3,2.9,en,8,16
32efae9d5,0.0,0.1,en,2,5
512bf1e8a,0.2,1.9,en,5,14
631a6a27e,0.6,2.7,en,4,10
882021db6,0.5,1.0,en,2,7
800a7c025,0.3,1.5,en,5,8
05f00d521,0.0,0.0,en,1,11
997db5df5,0.0,3.3,en,8,20
240ddd506,0.3,0.3,en,1,2
640e0b69b,0.0,1.9,en,4,12
53f434ae8,0.2,0.4,en,2,8
2bf818d30,0.5,1.5,en,3,16
a868df43f,0.3,1.5,en,4,8
b70ec3788,0.1,0.5,en,3,3
4370b5ff7,0.0,0.3,en,3,3
5dd7c4c06,0.3,4.2,en,9,15
91d0ba5c0,0.3,1.8,en,5,9
3e0ce6020,0.2,0.7,en,3,3
7028931ed,0.3,0.3,en,1,3
14dcf6ec8,0.6,2.4,en,4,4
1cf66aed4,0.3,0.9,en,3,5
5a17ff971,0.0,2.6,en,5,14
ebb74d225,0.3,1.0,en,2,7
d5f80598c,0.2,0.6,en,3,4
cf98480e0,0.7,4.2,en,6,16
49d4a0adf,0.8,2.5,en,3,4
3745aa22f,0.0,4.3,en,10,18
a21f5e84b,0.3,4.6,en,9,22
a16f85c6f,0.9,0.9,en,1,3
300337abe,0.2,2.7,en,4,12
f4c32b8a5,0.2,1.9,en,6,11
90caf70eb,0.5,2.2,en,4,13
f3082fa97,0.2,1.7,en,7,9
e3e339d6f,0.0,1.7,en,5,13
52820e80e,0.0,1.6,en,3,2
1c6e35149,0.9,0.9,en,1,2
d5ee02201,0.0,0.1,en,2,5
58a10d0cd,0.0,5.1,en,16,30
a2b2f53be,0.2,4.8,en,10,17
3821d75e9,0.1,1.1,en,4,9
9af15c8f1,-0.3,0.3,en,1,3
bd70d885d,0.1,3.9,en,13,16
792e8c192,0.3,2.7,en,7,12
09bc86c05,-0.2,4.2,en,9,20
21d8f0d2f,0.5,2.2,en,4,11
0b110b315,0.3,4.7,en,11,25
03c323fcf,0.6,1.2,en,2,3
a854aca45,0.1,1.8,en,5,8
e985acab0,0.5,2.6,en,4,5
2b6b2524b,0.1,2.1,en,6,9
07558410c,0.3,2.1,en,4,10
0c1e8a6f2,-0.2,0.7,en,3,4
b84ad40b4,0.2,3.6,en,13,24
9df9b11b1,0.0,0.0,en,2,4
e2e5b8ae2,0.6,0.6,en,1,1
cd89328a8,0.0,2.0,en,4,8
c790696c7,0.2,2.7,en,4,6
9a6f2f7d3,0.0,5.5,en,12,38
769579681,0.0,2.7,zh,4,5
b56b73e4c,0.2,1.4,en,4,14
1882ebd32,0.4,1.0,en,2,5
c23b2926e,0.2,1.0,en,5,4
5bb7dbfc2,0.4,2.1,en,5,15
bc5dade47,0.0,0.0,en,3,4
bf99a973b,0.0,0.1,en,2,4
350208e1a,0.6,2.7,en,4,8
694caa813,-0.2,0.2,en,1,1
90592e40c,0.4,2.9,en,4,10
b968b85c1,0.2,1.5,en,6,7
a7e623e5a,0.2,1.1,en,2,16
d6243bdf8,-0.1,0.2,en,2,2
1cccac540,0.5,1.0,en,2,4
82f95b703,0.0,0.0,en,1,2
a7d65135d,0.2,1.5,en,5,10
756d92515,0.5,3.1,en,6,8
b5c553616,-0.7,0.7,en,1,14
79799da25,0.1,2.1,zh,6,19
80fd005d2,0.0,0.4,en,3,8
212157776,0.2,1.3,en,4,5
aa0901313,0.0,0.0,en,2,5
f2716e1e5,0.8,2.6,en,3,6
514e33268,0.2,1.8,en,7,23
c1db71d88,0.4,1.4,en,3,5
861c903b6,0.3,2.1,en,5,8
3433731c5,0.6,3.2,en,5,16
6648175ff,0.9,0.9,en,1,0
e995db95f,0.3,1.2,en,4,3
fed43b600,0.6,1.8,en,3,8
b054e635f,0.7,2.9,en,4,1
577d15fea,0.5,1.6,en,3,3
870e5566b,0.1,0.1,en,1,2
bca099371,0.8,0.8,en,1,0
31049dc2e,0.6,3.3,en,5,11
992170cac,-0.7,0.7,en,1,8
a07a65495,0.1,3.5,en,11,20
2ac979cf7,0.4,2.7,en,6,15
10b669bea,0.4,2.1,en,5,12
9b9873716,0.5,2.8,en,5,11
095314294,0.7,0.7,en,1,2
bfdc4cd9d,0.5,0.5,en,1,1
1f0bb9d58,0.3,2.2,en,5,15
afec4c35e,0.1,2.9,en,8,24
b88fdc7ba,0.3,3.3,en,7,9
71aed274c,0.1,2.2,en,6,11
6bf7eec1e,0.4,3.1,en,7,15
9ab7e48e8,0.1,1.2,en,5,6
d5abad72c,0.3,2.9,en,7,12
111748c15,0.8,1.7,en,2,6
529c2e04b,0.1,1.5,en,5,11
325d0e364,0.1,2.4,en,8,12
a76fa694e,0.1,3.5,en,10,21
0493336f7,0.2,0.2,en,1,1
f3c42e04b,0.2,2.3,en,8,23
0cdb80095,0.3,1.2,en,3,4
573f51aca,0.3,0.9,en,2,3
c3750cec1,0.7,2.8,en,4,8
2689341e7,0.1,0.8,en,6,9
19a36eaab,0.5,1.5,en,3,5
0459c7bb7,0.3,1.1,en,3,7
ac3d34246,0.1,0.8,en,4,13
92085e776,0.5,3.7,en,7,6
31353ed83,0.3,0.9,en,3,9
a2dc697f6,0.1,0.8,en,4,13
1aa39ed52,0.0,0.3,en,4,4
ac2f56dbf,0.2,0.6,en,3,6
040736f83,-0.3,1.8,en,4,6
e72120027,0.1,1.2,en,5,20
bb2e480f4,0.3,0.7,en,2,7
155126a9f,-0.3,0.7,en,2,7
c06b6d8bf,0.9,0.9,en,1,3
01958f464,0.3,6.1,en,9,22
0e1f78a77,0.1,0.7,en,5,19
036c684d3,0.4,3.9,en,8,8
198a73c5e,0.2,2.0,en,7,4
51196cf13,0.0,1.9,en,4,8
a6610ebd3,0.4,1.2,en,3,8
8df39788a,0.8,2.4,en,3,6
485cff597,0.3,5.4,zh-Hant,10,19
